"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"r",0.329198803763644,2.73169205759792,4.9998247749759,2.65728978149649,1.40998276778052,3.83172454128582,0.0202908564873306,1.4,4829,-0.00147764144541962,0.999897406810528
"O",0.000985174207246204,0.446389121982157,0.942606548532519,0.461982749301779,0.298509736077102,0.202805786758968,0.00470719495728449,1.6,4022,-0.0172949548723464,1.00102648520469
"h",0.255376531862443,0.661389948137848,0.999772657895976,0.643160878679469,0.22512869071147,0.828383072173327,0.00353165356431479,1.6,4064,-0.0190640887563462,1.00027251954969
"b",1.27923502616566,49.5805397495769,95.731883088436,49.8566282480128,28.7916800942969,29.8907662344143,0.389273055440262,1.4,5470,-0.0183673518583122,0.999959340825706
"c",0.00499657583803157,0.490891487450842,0.948279665479109,0.491674632346749,0.285187959874746,0.486457057018504,0.00375321871950611,1.3,5774,-0.0176529905166938,1.00036348081474
"u",0.0307921152633596,0.498099558602615,0.976674024144215,0.501123245072426,0.287963528647269,0.404567285499883,0.00395720558796587,1.4,5295,0.00916202926938301,1.00032198355849
