Time,Parasites,ImmuneCells
0,80,200
1.0112846525761232,458,400
2.019864256656976,1775,1014
3.019879846794141,810,5075
4.046627439918249,21,4917
5.082709401919201,4,4047
6.08293622184312,0,3197
7.083898442981552,0,2525
8.086076314165863,0,2026
9.0876037360866,0,1685
10.087638567699177,0,1423
11.087957558480232,0,1260
12.091175740237107,0,1116
13.091463485316051,0,1014
14.094069520873383,0,927
15.102288964099516,0,851
16.10590602586308,0,822
17.10808219175591,0,788
18.111440404162103,0,781
19.113890514494067,0,753
20.1143242571062,0,704
21.114619750286753,0,705
22.12077530326046,0,693
23.124397926486065,0,673
24.133718784824225,0,666
25.13404889910745,0,642
26.138186768475883,0,681
27.140770882036424,0,671
28.14110342119918,0,665
29.143542588842877,0,665
30.14487170397576,0,684
31.145756337471173,0,664
32.14725111358805,0,665
33.16316943587158,0,668
34.163388885921016,0,652
35.164500946627804,0,623
36.17382553945461,0,631
37.18131772281364,0,642
38.18339871720339,0,631
39.18456397152948,0,628
40.18667294353778,0,616
41.190722610359266,0,655
42.19075677728346,0,626
43.19274718362731,0,638
44.193131107261195,0,663
45.195009373883494,0,657
46.19524923221175,0,684
47.19901638623506,0,693
48.20248211164952,0,701
49.203362039020284,0,701
50.203777793703225,0,659
51.20581880173964,0,660
52.20607864314944,0,646
53.214087942969314,0,633
54.21588289843699,0,623
55.21752432929291,0,640
56.219542239914766,0,619
57.22163288917324,0,607
58.222448929119246,0,629
59.22278845938524,0,644
60.225309018302084,0,633
61.22629864723265,0,652
62.230805450902956,0,646
63.23151412049841,0,641
64.23216913695407,0,659
65.23910594566921,0,674
66.24567160337915,0,664
67.2547283953701,0,670
68.25576770565016,0,678
69.25673440731079,0,675
70.2571854099108,0,664
71.26008264894156,0,657
72.26310127646805,0,655
73.26490097890584,0,669
74.2720767498804,0,642
75.27632660041014,0,622
76.27671732911698,0,620
77.27705740182331,0,612
78.27801587517195,0,653
79.27806205970126,0,642
80.28032887117043,0,644
81.28492584598182,0,680
82.28918541644639,0,684
83.29271316691997,0,695
84.29418767570024,0,679
85.29508898750561,0,660
86.296759390822,0,669
87.29812440059096,0,638
88.29921904707399,0,642
89.30040246996725,0,649
90.3048126747942,0,656
91.30500154319292,0,641
92.30567114295751,0,647
93.30772276992855,0,660
94.30916259655203,0,648
95.3105745718657,0,640
96.31141369058614,0,621
97.32372082049876,0,584
98.3244023388192,0,609
99.32531190432513,0,628
100.0050387450834,0,615
