Time,Parasites,ImmuneCells
0,80,200
1.0081662099093536,178,250
2.0102393783183996,164,337
3.0243539653855773,89,388
4.04347456515842,30,388
5.110967346827228,17,365
6.139186783647686,4,334
7.212642463238509,18,308
8.304452385293132,20,286
9.353934762611049,16,259
10.433522371057844,28,255
11.521916126558823,37,255
12.538533148906565,80,254
13.544266752717752,80,301
14.547497673752662,45,285
15.625123159928208,18,282
16.688546423509607,19,263
17.836862611159845,17,238
18.92919291774374,13,241
20.0529794278091,11,243
21.18761443271767,19,240
22.294544410510813,19,236
23.343195909035348,34,234
24.345523373468826,106,236
25.348184971838794,158,280
26.35398543066216,125,341
27.37090807582963,89,397
28.374195662515568,31,397
29.50703660471716,16,379
30.546304852559924,15,361
31.67280748519749,8,348
32.82606970513808,15,330
33.99327877618442,23,312
35.00736123023264,21,309
36.027660852579956,42,276
37.051323979576566,36,293
38.117389753166826,33,282
39.236990503989034,28,291
40.28507517846949,19,271
41.34472845666746,38,279
42.376420819222254,56,267
43.38188910819394,60,286
44.405175700446094,67,320
45.423441261747335,76,310
46.434002235645046,62,327
47.5548463091898,14,319
48.64320182222567,10,301
49.67622026950658,21,281
50.70102938506404,11,259
51.82043818491121,14,243
52.85676004861742,46,227
53.865861047755125,64,240
54.870358558349075,73,250
55.87583339608659,94,276
56.878306353640546,93,322
58.009955441060605,39,343
59.033247098075805,18,335
60.04462851609815,15,314
61.12944600012055,23,313
62.19874514635453,11,291
63.257622829975645,29,268
64.28484020780117,30,249
65.286157593072,97,248
66.29106638068744,120,282
67.3102839564725,98,311
68.3311327451082,109,331
69.34393455913444,70,353
70.37099481167441,51,357
71.43554288184573,18,345
72.51253962631931,13,325
73.51536055540443,23,301
74.55134397998562,8,294
75.57362357392921,35,287
76.60704071614364,54,302
77.66999326607184,42,287
78.67760546256882,43,308
79.68841054444941,49,302
80.70421200904845,51,299
81.73731529187114,60,300
82.74594121332896,57,307
83.74957270081785,49,318
84.75919147375083,41,317
85.89540865714046,27,306
86.94511771361859,35,280
87.96946267897762,35,288
89.00949117063517,28,271
90.12118942831813,24,251
91.12461705006982,32,231
92.13270649795938,80,246
93.13887638273034,124,272
94.1498643187695,127,307
95.16278585771879,155,326
96.18217150968046,84,349
97.25940825497175,41,335
98.34973913601615,15,320
99.35422694675555,9,299
100.0949946734812,5,273
