"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"h",8.25087752075021e-10,1.43633144604272e-05,6.11950024184391e-05,2.03376789056068e-05,2.0169032901278e-05,6.1720058581183e-06,5.04871310372253e-07,2.5,1596,0.0199496137923794,1.00070573509567
"c",0.152623761649021,0.157446239605948,0.162585194986288,0.157455725638184,0.00259075317948608,0.157512349963831,3.61678009952204e-05,1.4,5131,-0.0167596644433692,1.00048160892063
