"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"r",1.80879517022689e-06,0.00194000262330853,0.00802284267452241,0.0027229238761337,0.0026261007197822,0.000861298137989845,6.59384968741064e-05,2.5,1586,0.00443003717753899,1.00222428007933
"O",0.00109773085464649,0.00115560761872101,0.00121299040297543,0.00115680742284673,2.95173269300002e-05,0.00115691151250683,5.69731283465465e-07,1.9,2684,-0.0120367078937531,1.00040845140418
