"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"h",1.23611298659631e-09,1.42609547987789e-05,5.98141516363203e-05,2.03738872992269e-05,2.00311467248114e-05,6.36894383533484e-06,4.92766000010183e-07,2.5,1652,-0.0226209594190986,1.00149440826999
"b",61.1889391479027,65.4327010866314,67.4682179293693,64.9919657185503,1.74511622241264,65.8068910471172,0.124267072387728,7.1,197,0.617385573524563,1.06793143111769
"c",1.95375999891619e-07,0.00557819182822932,0.0260116816368907,0.00822100324289984,0.00833609579078673,0.00245882643832754,0.000627385927432696,7.5,177,0.643548606223764,1.02154278271455
