"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"O",0.015299110735144,0.015353937365809,0.0154058680270991,0.0153536570455953,2.70688189291938e-05,0.0153562257152216,3.89153654753388e-07,1.4,4838,-0.0137352374432219,1.00035481564811
"b",4.12250528730335e-07,0.00832275936665702,0.0359726673845635,0.0120283557242629,0.0118790683744406,0.00367622822265737,0.000300420760824271,2.5,1564,0.00711511821042285,1.00028939897082
