"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"O",0.013227885353934,0.0132760733017546,0.013325074946309,0.0132766209804545,2.50745567477572e-05,0.0132762865148625,4.40660912318088e-07,1.8,3238,0.0082295272166606,1.00038995397711
"h",1.3844701830173e-07,0.000556006381650001,0.0023540953344799,0.00078858895268241,0.000772377733228351,0.000244906436213993,1.91381588467749e-05,2.5,1629,0.0108977586366936,1.00134417682697
