"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.10","psrf"
"h",0.0284411988299302,0.469295491743189,0.973412713029751,0.481419463845414,0.290571033216978,0.231927643860314,0.00409451607404575,1.4,5036,0.00258115220571096,1.00032638631399
"u",0.0423622762417333,0.493351249923184,0.989635627386572,0.496417768594664,0.286787865601118,0.498304118224091,0.00391436780109067,1.4,5368,0.00317887679114218,1.00172139428136
