"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3","c_summary.mean.chain.4","c_summary.sd.chain.4","c_summary.2.5..chain.4","c_summary.25..chain.4","c_summary.50..chain.4","c_summary.75..chain.4","c_summary.97.5..chain.4"
"theta[1]",1.6438653405213,0.718712428960703,1.39005009869714,0.0152074240539657,0.24055540072708,1.66523140258121,2.09698769073184,4.92440642149875,3.74068032295356,1.48574209960107,2.46872951255067,1.3616988967752,0.816017810106793,1.425525208311,2.09418726746755,3.2102317483672,5.5158471072062,1.66523140258121,0,1.66523140258121,1.66523140258121,1.66523140258121,1.66523140258121,1.66523140258121,0.0158411522378358,0.000521914629141837,0.014909662764892,0.015487627651849,0.015813509655689,0.0161562529389,0.0169804576705285,2.42565929471547,1.39010662628922,0.821797864492871,1.43159616827824,2.11950718187232,2.97751301828827,5.88041287222084
"theta[2]",1.38177603252146,0.719800629646976,1.31436849746872,0.164426942425491,0.521708725044477,0.657161840872186,2.0372333870676,4.72415988706951,3.33433966282413,1.60514548524034,2.21471640657841,0.976118924151876,1.05734161091916,1.43797735321235,1.98358339740148,2.73266892764591,4.49508094881213,0.606544273888773,0,0.606544273888773,0.606544273888773,0.606544273888773,0.606544273888773,0.606544273888773,0.190381676460277,0.0208746646461816,0.151843722102908,0.175922314875129,0.189792809457358,0.204051729155881,0.233589181673993,2.51546177315839,1.39917647341306,1.04847090619956,1.62812032451096,2.09898954466882,2.91861040840061,6.99731005300204
"theta[3]",0.653479237294253,0.352916297603899,0.500842812528562,0.253947750556987,0.33646561022098,0.403406020895306,0.842329511134395,1.51628945165766,2.01399998273006,11.9668321261209,0.351014747089234,0.06358093146772,0.256167884466069,0.301697389369231,0.338819264951045,0.397249237755619,0.477755146330262,1.51628945165766,0,1.51628945165766,1.51628945165766,1.51628945165766,1.51628945165766,1.51628945165766,0.407479844653615,0.0131593489527764,0.382710678383084,0.398741480871076,0.407268405535567,0.415768695068587,0.434341617179307,0.3391329057765,0.0622781024608128,0.229635528789281,0.293556631977108,0.335026184769415,0.376593899743432,0.474011036928999
"z_init[1]",55.4547200328445,21.7243553474712,78.9576364358233,6.1755650430974,9.12896613265337,46.3955734846156,57.2255876298887,230.199661203082,13.2097464843738,1.10517353705524,78.1317586989143,101.862909415798,21.1308650515729,37.7876646460362,54.728226964031,77.5461004865981,280.814528992502,6.1755650430974,0,6.1755650430974,6.1755650430974,6.1755650430974,6.1755650430974,6.1755650430974,49.5518132154157,4.83591335882077,40.3346680474257,46.3383002314715,49.416984689551,52.669465119468,59.4135817688548,87.9597431739507,102.494673153297,14.3568840830836,42.1552183654256,56.8529362653959,95.1022441589517,348.367998258922
"z_init[2]",143.86308827407,58.6704974293584,83.8906981281359,0.436295139841965,96.9572156229887,187.304857674849,195.664587264027,222.37489480519,2.04450452664947,6.72791007168597,189.865344412201,18.0531388857016,151.794000480779,179.574810063036,190.272163225558,200.254282936935,223.608619013354,0.436295139841965,0,0.436295139841965,0.436295139841965,0.436295139841965,0.436295139841965,0.436295139841965,191.277166755165,5.95947200859364,179.853762691167,187.37996493474,191.170344103067,195.168516253026,203.18694770996,193.873546789073,18.7600643386016,158.63305034917,181.797636409002,193.263589721457,205.314971872455,233.726643596412
"sigma[1]",13.7961700856699,8.1095265537739,11.8262984624253,0.217072171758196,3.68460002449361,10.8288212386584,24.867156951572,32.7703533568736,2.12670214916003,4.1907738100614,24.4709958001778,4.36637798782021,18.020734823271,20.831171049921,24.1483792886914,27.1739281355914,33.9808197892959,4.71067489913328,0,4.71067489913328,4.71067489913328,4.71067489913328,4.71067489913328,4.71067489913328,0.273465125018145,0.0485266917349363,0.197814856405971,0.239164750453397,0.267529296112424,0.301049443445854,0.384035943153626,25.7295445183504,4.31281912008105,19.2828923337971,22.5952754685782,25.4218588382341,28.4646673905856,35.1202001177407
"sigma[2]",1.21707286544845,1.32595678352332,1.87533757652112,0.0730092147602572,0.117098228403552,0.151115612287293,1.35026393436503,4.46468667759053,2.00032320262052,93.9628233908787,0.155987144149517,0.0289407904951478,0.114129030531341,0.13989434686,0.150928720847727,0.166194336337044,0.241084741357851,4.46468667759053,0,4.46468667759053,4.46468667759053,4.46468667759053,4.46468667759053,4.46468667759053,0.0922552195260438,0.0167971422896008,0.0658508765682923,0.0803367894188038,0.0900480165825139,0.101790721111013,0.132501511579898,0.155362420527713,0.0273989425178156,0.116700883038297,0.134908710526048,0.15092720843807,0.169054851915157,0.22586952263093
"z[1,1]",302.800908843109,167.087867336859,915.993681514968,15.7193194213458,15.7193194213458,46.2015722300124,157.600825396743,2350.65603905614,30.0535046645102,1.0563314723261,503.033167744801,1231.64238792649,22.261140983608,53.4539648212163,106.419549299098,474.848079316528,2990.77748995957,15.7193194213458,0,15.7193194213458,15.7193194213458,15.7193194213458,15.7193194213458,15.7193194213458,43.9028165564821,4.23886059747901,35.7680542561908,41.1295722891102,43.8376197708039,46.6016237320857,52.3459771750287,648.548331649806,1237.07691238186,26.1697293455543,72.5094521836929,214.210876117128,696.953679878916,3828.23366010945
"z[1,2]",146.990185117535,51.2255156377619,73.1243522259789,21.7652118691544,110.113355147517,184.050095386945,191.886167575209,214.568328026966,2.03775227355638,7.2900470021546,188.410923539685,14.5846558913215,156.463199852335,179.99070116868,188.253090601082,197.297646289472,215.60984217587,21.7652118691544,0,21.7652118691544,21.7652118691544,21.7652118691544,21.7652118691544,21.7652118691544,185.938845341112,5.22608528419489,175.732313493325,182.608158640692,185.856385948547,189.29053335823,196.389945449005,191.845759720191,14.9056599842796,163.698048792835,182.400812618567,191.833244527596,200.901207723844,224.071687324851
"z[2,1]",3305.94054188823,1992.26396703805,11147.0463237045,19.1845966539443,20.470369859809,46.1931716191757,1470.32060661741,28223.9068536639,31.3058753347296,1.05469084926005,5682.38790494585,15010.5622743479,24.6034054648016,76.1410609310661,838.419469056259,5407.71717027536,36015.8691198226,19.1845966539443,0,19.1845966539443,19.1845966539443,19.1845966539443,19.1845966539443,19.1845966539443,41.302701081241,3.88958320215316,33.9581319406722,38.6996839535639,41.2124112125138,43.7727319187948,49.0201749393049,7480.88696487187,15073.2907460747,92.9359832078979,404.484543386523,2167.51685534948,8069.58975011351,46182.447243164
"z[2,2]",146.48489466183,47.9739354887754,68.319208409064,29.3283162717012,117.720634324202,179.937681969854,188.412938321413,208.655812943564,2.02803272105688,8.43376682226122,187.275347250125,11.9139091978555,160.384733131443,180.238215739157,186.385718535448,194.736149027201,210.004835280602,29.3283162717012,0,29.3283162717012,29.3283162717012,29.3283162717012,29.3283162717012,29.3283162717012,179.085241049661,4.29815388327739,170.632755324243,176.311443479372,179.050927750518,181.861138862241,187.6810503835,190.250674075833,11.8934482866289,167.861174608776,182.695430851513,190.266377474204,197.336104091846,215.849477811618
"z[3,1]",39890.9571243666,24233.1971604539,135790.082809056,20.3983188243824,23.755088623301,48.5657399963003,17522.3199239419,343324.184944351,31.3989174388585,1.05457040019034,68782.399051889,182874.545712915,35.0827909223325,402.104187712035,9791.01350508189,65515.2991768956,438199.042359784,20.3983188243824,0,20.3983188243824,20.3983188243824,20.3983188243824,20.3983188243824,20.3983188243824,42.3673841099571,3.545602325339,35.7632844457842,39.9605818088697,42.3183681610799,44.6175571711321,49.3271112404124,90718.663742643,183635.009547116,893.460227300036,4536.21312588305,26076.1447939312,97913.2520247628,562423.33912102
"z[3,2]",145.152442167628,46.4186873848905,65.9795223149953,32.0280655082991,122.972183297612,176.490710558423,187.310656385482,204.02550654546,2.02037796404886,9.84170585707304,186.390903323243,9.93627321564422,163.654767465407,180.464659089888,185.595602208349,193.23331883531,205.297309097372,32.0280655082991,0,32.0280655082991,32.0280655082991,32.0280655082991,32.0280655082991,32.0280655082991,173.211929624114,3.95207915516535,165.599608932933,170.608187541917,173.210364707497,175.793642732422,180.980551099343,188.978870214858,9.62291354040961,170.678491085473,182.789400462638,189.024938241187,194.573287509211,209.478236978522
"z[4,1]",485585.079330443,295191.777226525,1654261.91023697,20.5330975296607,31.6400219219049,63.9438694624251,213123.765631287,4182052.04824032,31.4050890194177,1.05456198916188,837503.260475384,2227885.9061166,155.725614703223,4368.89621024821,118841.472450123,797839.302194325,5337835.79462436,20.5330975296607,0,20.5330975296607,20.5330975296607,20.5330975296607,20.5330975296607,20.5330975296607,47.1775629029082,2.98830189434804,41.4121929771516,45.1683885711032,47.1987173051117,49.1691640931504,52.8578579276545,1104769.34618595,2237145.92423283,10665.8254504067,54759.6957423422,317220.140620648,1192503.05021527,6851547.26359196
"z[4,2]",144.228755775397,45.7026786042408,64.8852708312263,32.9896992577871,122.913852485005,174.964945864796,186.614303172324,200.598298121779,2.01562127807841,11.1441449839754,185.699527314802,8.56451438331864,166.381655447902,180.741001287353,185.141238306499,192.213831052588,201.680484218551,32.9896992577871,0,32.9896992577871,32.9896992577871,32.9896992577871,32.9896992577871,32.9896992577871,170.277800667282,4.29220531674429,161.862204940077,167.481165299173,170.243278428696,173.109269994817,178.794004738282,187.947995861716,8.02102680461414,172.466339540473,182.710207688692,188.019685130808,192.669548047999,205.114364637975
"z[5,1]",5915264.26512345,3596174.81363139,20153120.5284997,17.4022823873955,38.2720113821941,293.901980040765,2596160.05067719,50947414.7165711,31.4053049190608,1.05456160288431,10202487.416581,27141334.5592608,1509.15921230682,52590.6928864516,1447350.34746875,9719410.91068765,65028036.6327778,17.4022823873955,0,17.4022823873955,17.4022823873955,17.4022823873955,17.4022823873955,17.4022823873955,55.3964400974102,2.31175746094809,50.713631564915,53.8997704141049,55.4810978868028,56.9491276705093,59.7065309830395,13458496.8451903,27254134.9915242,129717.377462849,666633.564564283,3864069.6108657,14527468.9937035,83469019.6483776
"z[5,2]",144.29507398661,45.5426280810666,64.6165604268881,33.2983525252134,121.198113996365,176.33279459995,186.162220840974,198.249302055962,2.01303579026545,12.0850091493234,185.14974283866,7.70863432719539,168.687167630154,180.434772405991,184.882045905625,191.033812495441,199.303564436126,33.2983525252134,0,33.2983525252134,33.2983525252134,33.2983525252134,33.2983525252134,33.2983525252134,171.623036277279,4.79229600300337,162.024217036275,168.492119116657,171.567905773876,174.78053408385,181.033036692557,187.109164305286,7.01184797309968,173.53139845945,182.454726022018,187.180767593521,191.335134237631,201.869364697746
"z[6,1]",72062556.4567691,43810572.2587359,245516226.764335,3.36047040923391e-05,40.7216960082534,3078.39348231622,31627563.9907998,620669857.818329,31.4052713322483,1.05456163025391,124291824.846054,330650378.407257,17901.9130970506,639979.918995107,17632042.8663764,118406892.786973,792204891.521315,3.36047040923391e-05,0,3.36047040923391e-05,3.36047040923391e-05,3.36047040923391e-05,3.36047040923391e-05,3.36047040923391e-05,65.3729823354456,2.79179227291439,59.8783754200137,63.5732583913922,65.3486769907086,67.1634731497175,71.0420763554928,163958335.608006,332024670.009042,1580066.66515802,8120807.90018513,47073751.3033935,176980802.035501,1016864076.2142
"z[6,2]",144.806589673621,46.8767865654023,66.4774409282562,30.1917066965417,123.951015259591,179.579692141747,186.067661226402,197.000847817203,2.0110965447666,12.9833205565549,184.706016993345,7.26102009443929,170.070590506537,179.887909590129,184.598467376707,189.821206780601,198.184531203064,30.1917066965417,0,30.1917066965417,30.1917066965417,30.1917066965417,30.1917066965417,30.1917066965417,177.902275873687,5.06244904013936,167.791108834759,174.605178931818,177.864201816751,181.246503786253,187.805930973612,186.426359130909,6.4926556110331,173.793455034805,181.97529307806,186.527973994338,190.301407677094,200.101334447301
"z[7,1]",877905378.861601,533724627.090929,2991011258.67273,-3.46263177955047e-05,40.5545923577279,36921.1189109057,385304565.46125,7561360805.45463,31.4052034112467,1.05456173113869,1514191110.65877,4028160156.72501,217608.343132501,7795873.78658467,214802190.829035,1442497695.75243,9651062581.45546,-3.46263177955047e-05,0,-3.46263177955047e-05,-3.46263177955047e-05,-3.46263177955047e-05,-3.46263177955047e-05,-3.46263177955047e-05,72.7602709974571,4.65282247329364,63.3656968344232,69.6766060054761,72.7708391336582,75.8766305032741,81.8709239579183,1997430332.0274,4044904452.96672,19249048.8194598,98931597.1344804,573478871.656719,2156077625.50563,12387986444.7131
"z[7,2]",145.80842467943,49.505581007528,70.1804511569115,24.6432893312993,126.027405084145,183.779559694599,189.042465205849,197.613154170986,2.00966647549521,13.8557612950245,184.346781441955,7.10272135488682,169.890684170101,179.333075392948,184.509300070107,189.161483170407,197.822521130613,24.6432893312993,0,24.6432893312993,24.6432893312993,24.6432893312993,24.6432893312993,24.6432893312993,188.373031578661,5.21969835425414,178.07978654064,184.918558704182,188.382357713053,191.796167164733,198.515027967208,185.870596365805,6.33166005123838,173.611139610661,181.665627367166,186.098428598029,189.816139285898,198.446064282488
"z[8,1]",10695127187.6977,6502129172.21761,36438119119.2205,-4.07432757928531e-05,36.2935772043163,449111.009945584,4693998477.36811,92116405144.7389,31.4051387512261,1.05456182938516,18446709255.7946,49073217095.4593,2650536.30220341,94973107.5684146,2616841542.24556,17573303261.6369,117574605240.549,-4.07432757928531e-05,0,-4.07432757928531e-05,-4.07432757928531e-05,-4.07432757928531e-05,-4.07432757928531e-05,-4.07432757928531e-05,71.3609278696198,5.80625375040112,59.7481767881658,67.544491939991,71.3838596468136,75.294969296113,82.5679658861563,24333799423.6354,49277220274.9854,234502916.635983,1205237710.38726,6986431720.99322,26266622635.9598,150917172118.52
"z[8,2]",148.098955695286,51.1081647639,72.4505931248009,23.425270438975,124.85134572752,184.901641386983,193.975477146662,206.870249715896,2.0095708296756,13.877032635275,184.055921145856,7.12603706902476,169.356240117289,178.853679931293,184.255165301272,188.800797433712,197.984074118974,23.425270438975,0,23.425270438975,23.425270438975,23.425270438975,23.425270438975,23.425270438975,199.496340133014,5.7710361332681,188.281981663347,195.761969054668,199.50987126701,203.249793870025,210.872466507081,185.418291063297,6.39539090381577,172.92679211057,181.247572979194,185.521238927808,189.6294493043,198.12919788775
"z[9,1]",130293873968.937,79212484211.4237,443908983615.649,-0.000489899398536343,29.9044589441384,5470639.72884576,57184869482.7396,1122213012083.49,31.4051304113134,1.05456184426766,224727890542.434,597836616742.945,32289942.4601343,1157016425.56039,31879876017.4251,214087685011.039,1432362558308.94,-0.000489899398536343,0,-0.000489899398536343,-0.000489899398536343,-0.000489899398536343,-0.000489899398536343,-0.000489899398536343,59.5990941808008,5.42527751294571,48.8523953035158,56.0206312543336,59.5774280613737,63.1658851944189,70.4455282535837,296447605273.716,600321883255.17,2856836075.96348,14682878887.1668,85112541957.0283,319993453789.368,1838554498476.77
"z[9,2]",149.250666299867,51.8521185097125,73.5144853791286,23.1580351801474,123.955438407526,184.564763216568,196.326226941638,212.939806221902,2.01007764169163,13.4981177386811,183.820485504465,7.24929083502688,169.523079873675,178.405822203275,184.11718528773,188.637960057008,198.09569788281,23.1580351801474,0,23.1580351801474,23.1580351801474,23.1580351801474,23.1580351801474,23.1580351801474,204.973913682682,6.32895343532095,192.260407497148,200.91055708004,205.083868519187,209.140820252606,217.062765580677,185.050230832175,6.57802255868479,172.287473093786,180.682780895962,185.031265009598,189.474085671849,198.093751952457
"z[10,1]",1587311780717.19,965010317520.333,5407941218083.08,-0.000128784855015834,20.8805971237265,66645623.0894679,696656214184.106,13671465175765.2,31.4050877620553,1.05456190167384,2737759045358.63,7283171734263.23,393372756.650583,14095373432.8055,388377161554.287,2608134088031.33,17449819171323,-0.000128784855015834,0,-0.000128784855015834,-0.000128784855015834,-0.000128784855015834,-0.000128784855015834,-0.000128784855015834,44.8141889464761,4.48560901376758,36.3118953074178,41.8555326626058,44.6650449186922,47.6530821011537,53.8992315129184,3611488077465.31,7313447540156.13,34803504003.3602,178875195295.584,1036888240224.57,3898342220059.19,22398263664345.7
