"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3"
"theta[1]",1.24119231114466,0.519167107141291,0.750730049134256,0.351585548563844,0.445564493627737,1.86298780057535,1.97420580217759,2.04370157405199,2.09099628340953,5.82227885243524,1.97195205316785,0.0464118683481773,1.87495418252324,1.94205984110283,1.97342861932218,2.00301343074146,2.05964178589246,1.33758296400424,0.677894101934773,0.434493941828288,0.615299098442256,1.89042574303588,1.97568904771882,2.0388097771568,0.414041916261902,0.0400447378263852,0.322735355561148,0.389537070212784,0.418823790558408,0.447485008163779,0.477707122297504
"theta[2]",2.66050251841118,1.97063422714183,2.69193137412362,0.167700543780365,0.21719070701229,0.317781992937572,4.88795368929005,7.31474022966637,1.86601841404479,4.10602479533651,0.222262435582137,0.0377115844299323,0.158007436733599,0.195849183151454,0.219159574690975,0.244157411614102,0.306464168089412,1.83733071595548,1.84644410508585,0.169255851547032,0.214414725385638,0.283229899382522,3.54327091678534,5.32101087647067,5.92191440369592,1.03392209409361,4.51837507356384,4.83650850686089,6.07200138916942,6.719257104433,7.93746645672015
"theta[3]",34.5586997493044,0.140412208360702,0.998130051514308,32.5529774942721,33.9615126057106,34.4695266947643,35.2469692605707,36.522349849117,50.5317714471906,1.10890451586384,34.3796621991644,0.943321119169989,32.5086330858207,33.7486573565391,34.3846172707125,35.0177490040483,36.2042805076794,34.5451696825825,1.05658836626936,32.2825109514273,33.901664729989,34.6160628604606,35.2644288457164,36.5313945552749,34.7512673661663,0.955735128288704,33.2003946809957,34.0585897413505,34.4403684338666,35.4649503282266,36.843085285892
"theta[4]",0.887045177305604,0.405637642922024,0.558250792338394,0.34764169100753,0.388154926115335,0.456543658583525,1.3360978772467,1.9476746709505,1.89400968480044,3.559640685354,0.390655594034946,0.0285355124418017,0.338665165805548,0.371574910782507,0.389042146915753,0.407865975865408,0.450898967673385,0.712885249205017,0.377820879297069,0.348758366468363,0.386608267011213,0.435028330197239,1.04138711196785,1.44107290929239,1.55759468867685,0.254926839827146,1.1845336276373,1.32404664312412,1.57022853924565,1.75858550069728,2.03769349154056
"z_init[1]",53.2965348231833,7.81422403184756,12.5980997166526,37.0091457580752,42.3256787857536,49.1354466100798,64.401395430984,75.6119211074469,2.5991920306823,2.24113333950167,42.1462096615618,3.4786058014396,35.4056133980556,39.8535267862317,42.0777574560138,44.3595510808353,49.1822103550766,52.4356830183683,11.2963808680494,38.1277750933487,42.7793387573655,48.1327457640363,62.0557033429612,74.2336075140138,65.3077117896198,8.19103474542765,49.9667733939715,59.2448262258203,66.1784425573718,72.0481034743416,77.127787818334
"z_init[2]",195.166466182081,1.03650522025489,11.7243380127459,170.296057433524,188.42647297204,195.414088045583,201.653722590962,218.557206121161,127.948050738021,1.03491431789256,194.545340012843,7.10149006348756,180.795554785344,189.722868942041,194.525132714601,199.23041953052,208.835204323092,193.548511645685,11.3259134061715,170.525152633484,186.790471309731,194.012402855142,199.827538065394,219.843447659353,197.405546887716,15.022731638524,166.627491551196,187.956169145859,197.340651595044,206.415323645968,220.80253296471
"sigma[1]",0.385116812609373,0.0896119196885282,0.146206009914321,0.198307809712572,0.253659291870698,0.362513298169211,0.489993044586911,0.664518310705695,2.66194383557893,2.24728239844169,0.264500265844034,0.0493481520357337,0.188919533011,0.229600357201138,0.257116212025791,0.292258478591216,0.375479396195694,0.364292632358342,0.130643818447814,0.200028602394318,0.247827217217347,0.327348413907229,0.468875875939019,0.63632631788442,0.526557539625745,0.0981776149180839,0.37474209198266,0.43393015999469,0.520769815768084,0.614835493418262,0.679517863453265
"sigma[2]",0.114112223163641,0.0197450945654079,0.0376340049480924,0.0615858836003783,0.0795737162609515,0.110738664116007,0.143990960511949,0.191536433095418,3.63280794958794,2.10843865507484,0.0831800427080929,0.015258663700374,0.0596648697371095,0.0722610965028584,0.0810720012690828,0.0918526009356051,0.117877949162127,0.115225132323789,0.042824632297639,0.0605372804633407,0.0763389289561033,0.104251466827301,0.149626512185011,0.205537924225091,0.143931494459042,0.0183043790285064,0.111841971571533,0.132884994560319,0.142171762468798,0.150723714218418,0.19005137223337
"z[1,1]",51.2176678428459,8.49553331778617,13.4897883959815,34.1010584496872,39.0332954657923,46.5142201848307,63.4533729827051,73.7834509385791,2.52132586863348,2.52407461589979,38.9995707014285,3.22049109052255,32.8193951897,36.8610713806907,38.9273163260208,41.0402581649049,45.5247223376451,50.299665571212,12.4069540519691,34.7120866237875,39.2205590646993,45.2118426427952,61.2691867439746,73.3246443327796,64.3537672558972,7.67733642570084,49.9345869183649,58.5662716617299,65.6406151555789,70.9272983820489,74.983082365802
"z[1,2]",188.126160307455,3.31413459974096,10.4575585432613,171.143417568476,180.898359000924,186.527409942859,194.449636414569,211.960103819984,9.95681237508574,1.15543156553455,183.523582450049,5.78535091475962,172.601834753904,179.545533339622,183.381079541557,187.262846207153,195.559273576499,186.766683832574,9.63557732962218,171.292216100034,180.340666397335,185.36510576075,191.296732996155,212.538890588396,194.088214639741,11.9668283685954,169.01477559345,187.140467754378,194.792390196589,201.315710581671,213.599334367433
