"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3","c_summary.mean.chain.4","c_summary.sd.chain.4","c_summary.2.5..chain.4","c_summary.25..chain.4","c_summary.50..chain.4","c_summary.75..chain.4","c_summary.97.5..chain.4"
"theta[1]",2.548674685035,0.495899267428654,0.702251300434144,2.05971689598017,2.12298161235192,2.16264396173148,2.72229794302273,3.7629043187727,2.00538688673951,18.2387080200899,2.1439261732714,0.0474659885521571,2.05379461643813,2.11255187657379,2.1426053283596,2.17397291032964,2.24237086584322,3.7629043187727,0,3.7629043187727,3.7629043187727,3.7629043187727,3.7629043187727,3.7629043187727,2.14409710991651,0.0475622428391586,2.05463962041792,2.11141658697077,2.14367722410829,2.17475380773928,2.24042469000134,2.1437711381794,0.0475276002246326,2.05302489565434,2.11218203910104,2.14181413330214,2.17396613466792,2.24078802398729
"theta[2]",26.4271446233557,10.0870471749979,14.285364629018,1.72923841173166,23.7496690293511,34.2381049136812,35.0898156103789,36.4812645452504,2.00564726797714,17.7764204577295,34.6640270890207,0.981365696095525,32.7360112751735,34.0018927542086,34.6603979134172,35.3232628953534,36.5999042784074,1.72923841173166,0,1.72923841173166,1.72923841173166,1.72923841173166,1.72923841173166,1.72923841173166,34.6526132532623,0.99725803298723,32.6946622821686,33.9712532737335,34.6624727060652,35.3262989656438,36.5994538221733,34.6626997394082,0.996669358730503,32.6910367747955,33.9937148540076,34.6800082470485,35.321703525484,36.6207003469892
"theta[3]",0.35235579681596,0.0588659544810079,0.083901937506824,0.208496151999366,0.308446083333945,0.394357015498158,0.405907712255906,0.42575673113202,2.03149425853573,7.54921162324789,0.400437440385752,0.0137867179474226,0.3737723743734,0.391184363866818,0.40038671643597,0.409290825963779,0.42789228110875,0.208496151999366,0,0.208496151999366,0.208496151999366,0.208496151999366,0.208496151999366,0.208496151999366,0.400340417816807,0.0135669212990846,0.374085997861484,0.391371592024101,0.400070607126444,0.409155415000545,0.427714262270767,0.400149177061913,0.0137544538140551,0.373289099201514,0.390952977589278,0.400014650833009,0.409111397661337,0.427605522098128
"z_init[1]",35.3789275826565,14.3223429582792,21.0807794649638,0.694560226837982,16.080738428987,43.3572708415022,49.6185289765389,62.2016137583344,2.16643264825733,3.40056277249634,46.961117230207,7.69144696693609,33.6686027865461,41.6272740362384,46.4672076938045,51.6090113114658,63.8686732468089,0.694560226837982,0,0.694560226837982,0.694560226837982,0.694560226837982,0.694560226837982,0.694560226837982,47.0484993937032,7.5256921364629,33.9323102682531,41.8161050089241,46.4950302343337,51.6991873772812,63.3409912800425,46.8115334798778,7.59866610336463,33.4986573056069,41.5421729309659,46.3442798968537,51.4974949713489,63.516077374682
"z_init[2]",163.850360959883,66.4720046906249,94.21935954968,1.13459317852834,135.4116836817,214.552726975801,221.578487919907,233.286633967105,2.00910549942541,14.0175148612969,218.157088580522,8.24930772791198,201.735841747848,212.617994084213,218.212256119488,223.628512670237,234.260461526614,1.13459317852834,0,1.13459317852834,1.13459317852834,1.13459317852834,1.13459317852834,1.13459317852834,218.15464445238,8.18086500526616,202.199562343166,212.680288077665,218.104380423361,223.564245390239,234.399018585947,217.955117628101,8.44893388095144,201.601608330365,212.27847737379,217.953935268317,223.702314773438,234.248500186244
"sigma[1]",0.624579035566608,0.422503193009293,0.598632230820047,0.20768964278726,0.255270010415455,0.294181969002291,0.834942116389388,1.65892937530189,2.00752148049024,15.4063203956905,0.279570728336083,0.0485961976759959,0.203281111228345,0.245431809228218,0.272469267755167,0.306787601469398,0.393183025600273,1.65892937530189,0,1.65892937530189,1.65892937530189,1.65892937530189,1.65892937530189,1.65892937530189,0.27888509041921,0.0469835477077206,0.204110062886334,0.245755532276967,0.272888663956031,0.305766349222094,0.390402405016916,0.280930948209253,0.0482527883223093,0.205060468588022,0.246345415369506,0.275244889959494,0.308798806497649,0.390023804785695
"sigma[2]",0.166615734303542,0.0776218736894191,0.110628923705929,0.0762930423208119,0.0942165929111386,0.10865303530553,0.253016881929609,0.356310608880586,2.03127690517788,7.56544284741854,0.103224701599951,0.0179377332008069,0.0747180618655368,0.0904899343705332,0.100880836629703,0.11360823680971,0.144803660706504,0.356310608880586,0,0.356310608880586,0.356310608880586,0.356310608880586,0.356310608880586,0.356310608880586,0.10339095307009,0.0178813404851137,0.075313595735317,0.0909245712899442,0.101211064051625,0.113034964782481,0.145341875331463,0.10353667366354,0.0182618381930309,0.0748120385823708,0.0906837093141157,0.101231791020229,0.113570791132227,0.145383982378451
"z[1,1]",34.028102135556,2.09235648542435,4.72335490963857,28.1673453856656,29.2691253780641,33.5813680541468,37.2095569162739,44.4378027016819,5.09600446517971,1.25883939902105,35.6030254726072,4.46496650025322,27.7271694629177,32.5405655900292,35.3215815877116,38.2790645847944,45.1895071123507,29.2691253780641,0,29.2691253780641,29.2691253780641,29.2691253780641,29.2691253780641,29.2691253780641,35.6847569425825,4.42062168268163,27.7866208636944,32.679831317571,35.4111918403022,38.3788513509086,45.040880328791,35.55550074897,4.42272340897267,27.6611947765481,32.5152950795449,35.2828014469177,38.2946524719032,45.1559214800393
"z[1,2]",149.562110835701,60.0646918465527,85.1520682877873,2.53907287297582,120.941410927392,195.134946898901,201.686276404058,213.304406378976,2.00979562106459,13.4993400271224,198.604479680029,7.77335544922607,183.767941969233,193.351941518533,198.473123382225,203.686578409043,214.575619351959,2.53907287297582,0,2.53907287297582,2.53907287297582,2.53907287297582,2.53907287297582,2.53907287297582,198.660481548953,7.67256293053569,184.07832269399,193.529457218638,198.406219937735,203.614867285943,214.449640118897,198.444409240846,7.90202545087216,183.310815823311,193.147683353048,198.347427241346,203.686947961024,213.975516585575
"z[2,1]",329.230656473155,362.116304032846,512.1285960737,27.9353545995347,32.0518631940279,34.8048160797508,343.128700484227,1216.23873245447,2.00014690677528,193.166648264099,33.5389749183247,3.26250159172183,27.5177303112085,31.3302755767001,33.3984091615722,35.60468854636,40.2802475887823,1216.23873245447,0,1216.23873245447,1216.23873245447,1216.23873245447,1216.23873245447,1216.23873245447,33.6049865659426,3.29066817354035,27.6580641546657,31.3711197014171,33.4640087649504,35.6709181334416,40.6131668566058,33.5399319538817,3.26499981149736,27.5688913932192,31.3250406590164,33.3908539324744,35.6102069390629,40.3925348101215
