"","Time","P","I"
"1",0,80,200
"2",1.03455764478452,62,206
"3",2.08411271113443,41,213
"4",3.10311838790782,35,198
"5",4.14765058500404,34,187
"6",5.14864540613538,46,193
"7",6.15898960822687,77,185
"8",7.16356523103888,98,199
"9",8.1751632227438,82,224
"10",9.1903252430311,76,230
"11",10.2214128818425,55,225
"12",11.227634666531,58,205
"13",12.2434381675483,65,183
"14",13.2441417869049,82,199
"15",14.256804082616,52,222
"16",15.2758283891405,51,209
"17",16.2981450067812,40,200
"18",17.3354468764357,36,205
"19",18.3743398941434,37,181
"20",19.3885646225149,31,177
"21",20.3887377986834,63,151
"22",21.4060579647739,81,183
"23",22.4169170384902,90,197
"24",23.4267460484894,90,219
"25",24.4455944238527,50,218
"26",25.0300822539546,45,199
