"","Time","P","I"
"1",0,10,10
"2",1.00040214891729,35,200
"3",2.04823563871192,116,392
"4",3.10584424510325,289,602
"5",4.13946737767865,620,977
"6",5.15088836618258,692,1814
"7",6.19548107797337,279,2626
"8",7.21868720117939,70,2631
"9",8.25736934937606,19,2412
"10",9.32705127481711,10,2194
"11",10.3395224903613,6,1990
"12",11.3425487012005,7,1836
"13",12.3807546944313,11,1696
"14",13.3852384053207,13,1570
"15",14.4324451171565,9,1479
"16",15.4856051686771,14,1344
"17",16.5280280763563,12,1298
"18",17.5760258029971,16,1260
"19",18.6245277580099,9,1232
"20",19.6782162761213,13,1173
"21",20.7055758808267,29,1167
"22",21.7745405324681,27,1180
"23",22.8101242389442,32,1204
"24",23.8425691485483,60,1208
"25",24.8736649011258,53,1247
"26",25.079872384119,64,1276
