"","Time","P","I"
"1",0,80,200
"2",1.02102877148138,71,184
"3",2.0517485591324,59,201
"4",3.05540976158019,64,188
"5",4.06037131165842,70,204
"6",5.07369453725633,108,199
"7",6.07482700483197,102,223
"8",7.10716961972715,73,223
"9",8.12147333670911,66,231
"10",9.12397305280782,70,206
"11",10.1256719064252,82,182
"12",11.1476556851235,88,188
"13",12.1625659505571,85,207
"14",13.1662480993897,64,214
"15",14.1736927417935,52,194
"16",15.1764464926211,44,184
"17",16.1787108941579,77,148
"18",17.1803925605595,161,158
"19",18.1854776149838,193,253
"20",19.2030381787623,64,295
"21",20.220619998329,17,235
"22",21.2211528694154,13,179
"23",22.2225857138983,10,148
"24",23.2233673594609,7,137
"25",24.2289958675229,26,106
"26",25.2296498344423,124,112
"27",26.2297723972553,168,183
"28",27.2402411649985,93,266
"29",28.2634629812892,42,227
"30",29.3116840103,14,171
"31",30.3190584184106,10,144
"32",31.3212454389757,60,129
"33",32.3262712444294,114,169
"34",33.3365688073298,132,192
"35",34.3393338977587,115,219
"36",35.3732224929769,57,221
"37",36.3745046404878,68,189
"38",37.3953241776151,63,171
"39",38.4019112332891,64,169
"40",39.4285610626252,68,174
"41",40.4345979077245,50,177
"42",41.438048511005,86,181
"43",42.453379004453,95,206
"44",43.479262040885,61,226
"45",44.4801101582089,45,203
"46",45.5014815105044,44,185
"47",46.5118417300259,64,167
"48",47.5263612210894,72,173
"49",48.5404344537039,116,180
"50",49.5440863451278,148,232
"51",50.0069189507892,114,246
