"","Time","P","I"
"1",0,1,1
"2",1.79156001723049,2,1
"3",4.77115097443962,3,1
"4",7.67329746576085,4,1
"5",9.06827951143375,6,1
"6",10.3322216672961,7,1
"7",11.3924573467385,11,1
"8",12.6953388273251,15,1
"9",13.7914651781496,16,1
"10",14.9012504628246,21,1
"11",16.0009128293822,27,1
"12",17.1737619715379,31,1
"13",18.1773972819716,40,1
"14",19.2345730155911,53,1
"15",20.5195776131101,63,1
"16",21.5281455721025,81,1
"17",22.573465964267,101,1
"18",23.6129529680249,115,1
"19",24.6384116624291,137,1
"20",25.6528376200041,155,1
"21",26.6613676481726,189,1
"22",27.6729893293437,224,1
"23",28.6757763225696,278,1
"24",29.6816924935247,340,1
"25",30.6894151142125,406,1
"26",31.7145500585685,498,2
"27",32.7154245526956,593,5
"28",33.7810565434248,670,12
"29",34.799986634436,709,18
"30",35.8372502039475,718,23
"31",36.9004844446448,648,34
"32",37.9403016470873,527,52
"33",39.0062779061335,292,78
"34",40.039998952172,152,92
"35",41.0554900045709,86,100
"36",42.0714919759721,31,106
"37",43.1556516142503,14,108
"38",45.7814252753685,4,115
"39",47.4008352318612,2,120
