"","Time","P","I"
"1",0,1,1
"2",1.01178462667017,13,25
"3",2.02092244589883,45,48
"4",3.02915596760723,24,81
"5",4.0321966572889,23,85
"6",5.03380770565765,26,82
"7",6.03599019842116,16,77
"8",7.04217932244976,27,75
"9",8.05761452416531,15,73
"10",9.05906153069155,13,73
"11",10.0682269266361,18,72
"12",11.0707025897784,19,101
"13",12.0856650741468,17,105
"14",13.0858503834085,10,115
"15",14.0938550248308,10,111
"16",15.0996370593123,13,99
"17",16.1005802847611,14,94
"18",17.118188337441,13,83
"19",18.1264223739953,16,75
"20",19.1436207355934,16,86
"21",20.148275105968,14,84
"22",21.1495462213518,13,86
"23",22.155070928406,17,88
"24",23.1555487580387,12,87
"25",24.1655585637111,22,83
"26",25.0034854101456,12,99
