"","Time","P","I"
"1",0,80,200
"2",1.01049832980365,54,213
"3",2.04939692634813,47,193
"4",3.08065920926282,22,190
"5",4.10955653894507,41,182
"6",5.12483031857796,57,186
"7",6.13124063890335,74,180
"8",7.15772823351798,47,199
"9",8.18491482320658,52,188
"10",9.20599138493084,64,161
"11",10.2161018924354,58,170
"12",11.2207951705111,79,199
"13",12.2298045673149,62,206
"14",13.2725129854788,50,211
"15",14.3265041480917,23,195
"16",15.3608742052047,44,174
"17",16.3738394158378,94,183
"18",17.3841677114956,116,223
"19",18.3893727655062,59,235
"20",19.4452979451582,26,230
"21",20.4497435051227,9,211
"22",21.451242154145,10,183
"23",22.4943635155416,24,155
"24",23.4988595794302,64,154
"25",24.5007621876842,83,153
"26",25.0170778921405,95,165
