"","Time","P","I"
"1",0,80,200
"2",1.01645843621264,78,214
"3",2.03018393625658,62,196
"4",3.03864637974785,54,167
"5",4.03938099124696,114,143
"6",5.0408049980562,164,197
"7",6.04412473083293,88,242
"8",7.04426440091938,58,228
"9",8.08036541552971,48,203
"10",9.08279351558719,49,172
"11",10.0836016059894,34,142
"12",11.0840029751369,126,135
"13",12.0844065105482,190,174
"14",13.088534970135,160,247
"15",14.1333271225447,40,269
"16",15.1485478754215,27,236
"17",16.1487818762054,10,195
"18",17.1517378518461,3,156
