"","Time","P","I"
"1",0,1,1
"2",1.67436433548853,2,1
"3",5.900665683812,3,1
"4",7.90610140654075,7,1
"5",9.06406281914141,8,1
"6",11.4762157561261,9,1
"7",12.8729698376716,11,1
"8",14.3254107291911,12,1
"9",15.64388418274,16,1
"10",17.0804096237731,17,1
"11",18.5914463792323,19,1
"12",19.8008491752472,28,1
"13",20.9235562025587,36,1
"14",21.9327276271126,40,1
"15",22.9836738885239,47,1
"16",24.086906627126,62,1
"17",25.1679322187079,75,1
"18",26.1934990088138,83,1
"19",27.2188293531813,99,1
"20",28.2421164305784,122,1
"21",29.3567281195691,139,1
"22",30.3831159252097,165,1
"23",31.3925592866951,191,2
"24",32.5035705215928,224,3
"25",33.5274054788182,257,3
"26",34.5339276772023,285,6
"27",35.5389596719703,321,6
"28",36.5477062926541,358,8
"29",37.5812533162907,387,10
"30",38.624924392483,427,11
"31",39.6468825733586,444,16
"32",40.6854090521611,464,21
"33",41.745545159954,460,29
"34",42.7604261720276,417,40
"35",43.7609408243996,323,56
"36",44.8484809421235,211,70
"37",45.9271781157836,112,82
"38",46.945007453939,68,85
"39",47.9505867537505,33,89
"40",49.1240622751116,8,89
"41",50.3939652922122,5,89
"42",51.7852388275896,3,91
"43",52.9829231940308,2,91
