"","Time","P","I"
"1",0,80,200
"2",1.00023646735995,142,240
"3",2.01146819696697,174,295
"4",3.0154012426304,102,344
"5",4.02990880633107,98,354
"6",5.06611356996256,65,368
"7",6.20186847527397,37,369
"8",7.2970129349841,18,350
"9",8.47668004800481,16,327
"10",9.59828074707636,9,310
"11",10.6590654139847,8,299
"12",11.6777307357508,12,292
"13",12.8357686184634,21,262
"14",13.9268350184743,21,274
"15",15.0360725305032,17,275
"16",16.1138889529782,21,252
"17",17.1228502590096,32,259
"18",18.1290328845101,50,255
"19",19.1577474784057,74,282
"20",20.1607383126718,64,298
"21",21.2132309746648,52,317
"22",22.2249944537504,54,320
"23",23.2451999516209,34,325
"24",24.2746915757976,30,308
"25",25.293300836486,38,297
"26",26.3176503566164,59,304
"27",27.4002546745904,49,305
"28",28.5108724805155,27,301
"29",29.6389017865856,14,300
"30",30.6429874026289,12,272
"31",31.769433959112,22,270
"32",32.784786043071,16,252
"33",33.9326762976794,10,242
"34",35.0357441523014,34,247
"35",36.0487492631127,61,252
"36",37.0501809188681,75,257
"37",38.0630125478676,82,273
"38",39.109599632888,58,280
"39",40.1261413971595,65,265
"40",41.1331316582717,77,263
"41",42.1517908382111,111,285
"42",43.163868251186,108,315
"43",44.1732141071251,52,345
"44",45.2106576226115,50,333
"45",46.3094484562022,30,327
"46",47.340468376202,39,305
"47",48.3468095144275,63,297
"48",49.4024167461956,61,296
"49",50.4067800735818,49,306
"50",51.4679103407264,40,298
"51",52.4841681216552,65,309
"52",53.5037096907493,48,305
"53",54.5579870041549,44,298
"54",55.5832132256293,44,279
"55",56.7296145774188,15,276
"56",57.7470564491015,18,267
"57",58.867852849235,28,260
"58",59.9651749867509,34,251
"59",61.0226801467997,47,240
"60",62.1168265116635,26,233
"61",63.1227885774915,35,248
"62",64.1743606148922,56,277
"63",65.2088648904218,40,279
"64",66.2349621112628,85,281
"65",67.2398195578258,78,319
"66",68.2700957296745,51,337
"67",69.3229317647608,25,322
"68",70.3274438339578,9,308
"69",71.4403997668953,10,300
"70",72.5371809699872,16,305
"71",73.5837779927034,12,296
"72",74.6549645099658,8,288
"73",75.6660218902381,6,270
"74",76.7072678867891,16,257
"75",77.8172859777257,31,257
"76",78.8372263836177,44,257
"77",79.8522736530208,61,258
"78",80.8836159860054,84,272
"79",81.8939335122006,104,264
"80",82.9124842696356,103,291
"81",83.9207608682087,104,323
"82",84.941857991413,52,337
"83",86.0487318965555,18,317
"84",87.2154824710417,15,304
"85",88.23062059424,15,286
"86",89.2505731739893,17,259
"87",90.3035330545844,26,239
"88",91.3061864512393,58,250
"89",92.3247908103411,64,256
"90",93.3284431119648,94,270
"91",94.3296142944199,119,302
"92",95.3688147632608,65,348
"93",96.4143710654257,51,353
"94",97.5399923995703,16,364
"95",98.5757050478547,6,343
"96",99.7696803160861,13,307
"97",100.141421276639,13,304
