"","Time","P","I"
"1",0,1,1
"2",4.6849909807263,2,1
"3",8.21231741053761,6,1
"4",9.58211356280424,7,1
"5",10.6433434574163,9,1
"6",12.2545624961952,13,1
"7",13.2675181054073,16,1
"8",14.5490765078292,20,1
"9",15.9149505701464,29,1
"10",16.9282528396225,38,1
"11",18.1268952936878,47,1
"12",19.295997439153,58,1
"13",20.3133117554412,68,1
"14",21.3396681139184,88,1
"15",22.3831906778942,107,1
"16",23.3881538770815,132,1
"17",24.4052830788451,156,1
"18",25.4053897566666,190,1
"19",26.4171812949423,231,1
"20",27.4225410999388,276,1
"21",28.4358663840938,343,1
"22",29.4460107377916,408,1
"23",30.4537075302575,486,2
"24",31.4624214870979,581,3
"25",32.5364393872595,703,3
"26",33.5969356406961,839,4
"27",34.6614233824022,993,7
"28",35.7328646834088,1142,14
"29",36.7486808406498,1148,20
"30",37.7865975912369,1076,36
"31",38.8109248435,773,67
"32",39.9153125448269,414,94
"33",41.0343149840182,151,112
"34",42.2052454657506,55,125
"35",43.9076512208773,3,131
"36",45.3163072412239,1,133
