"","Time","P","I"
"1",0,10,10
"2",1.00758293125986,38,200
"3",2.01094757343136,117,365
"4",3.03006545665384,324,562
"5",4.05470112395298,728,906
"6",5.05897511998353,858,1982
"7",6.10770101187568,262,2932
"8",7.20599660366734,39,2911
"9",8.22227381164434,7,2635
"10",9.22995709524641,8,2373
"11",10.2796149880325,6,2138
"12",11.355246712438,14,1914
"13",12.4192762659335,18,1791
"14",13.4816632107512,7,1648
"15",14.5053581896897,12,1486
"16",15.5076812548257,8,1424
"17",16.5798541504991,6,1331
"18",17.6043571280277,10,1182
"19",18.6516502442672,17,1131
"20",19.7245459784205,15,1137
"21",20.8090656751094,23,1135
"22",21.8119210540689,21,1148
"23",22.8663446886868,14,1139
"24",23.917811275091,14,1151
"25",24.9244678335135,31,1174
"26",25.0132252299632,29,1167
